Date,Open,High,Low,Close,Volume,Adj Close
2011-06-20,35.35,37.90,35.15,37.35,7252800,36.40
2011-06-13,34.90,35.81,34.61,35.44,5960700,34.54
2011-06-06,35.62,36.61,35.00,35.12,5996800,34.22
2011-05-31,36.76,36.91,35.03,35.16,6209400,34.26
2011-05-23,36.00,36.75,35.86,36.46,4720500,35.53
2011-05-16,35.98,37.35,34.84,36.61,7954200,35.68
2011-05-09,36.51,36.64,35.50,36.15,5470200,35.23
2011-05-02,36.48,37.67,35.80,36.53,6177400,35.47
2011-04-25,37.02,37.48,36.10,36.20,10336900,35.15
2011-04-18,35.82,37.24,35.00,37.00,5969600,35.93
2011-04-11,35.88,36.40,35.21,36.38,5165100,35.33
2011-04-04,37.37,37.59,35.40,35.77,5263100,34.73
2011-03-28,36.98,37.66,36.41,37.25,6200400,36.17
2011-03-21,35.45,37.85,34.75,36.90,9040900,35.83
2011-03-14,36.31,36.52,34.67,34.96,9861400,33.95
2011-03-07,34.00,38.21,33.31,36.56,16286000,35.50
2011-02-28,32.80,33.37,31.72,33.12,8410000,32.16
2011-02-22,33.68,33.93,31.17,32.50,8745400,31.56
2011-02-14,33.41,34.03,33.13,34.00,6363700,33.02
2011-02-07,32.50,33.38,32.23,33.35,6466600,32.38
2011-01-31,31.54,32.74,30.75,32.58,8649600,31.51
2011-01-24,33.16,33.78,31.52,31.73,12723000,30.69
2011-01-18,32.73,33.72,32.47,33.20,8804400,32.11
2011-01-10,32.48,32.95,32.06,32.70,7056100,31.63
2011-01-03,32.49,33.42,31.79,32.78,7061700,31.70
2010-12-27,32.65,32.74,31.95,32.13,2682400,31.08
2010-12-20,32.87,33.15,32.50,32.63,3694900,31.56
2010-12-13,32.73,32.95,31.66,32.79,6877000,31.71
2010-12-06,32.61,33.09,32.12,32.59,5233100,31.52
2010-11-29,30.65,32.88,30.14,32.72,8761600,31.65
2010-11-22,30.59,31.51,30.15,31.14,6985400,30.12
2010-11-15,30.09,31.00,29.45,30.76,7142400,29.75
2010-11-08,30.49,30.95,29.84,30.19,7015100,29.08
2010-11-01,28.68,31.30,28.44,30.87,9988900,29.73
2010-10-25,28.55,28.80,28.02,28.56,5371000,27.51
2010-10-18,27.44,28.61,26.84,28.49,7138100,27.44
2010-10-11,25.99,27.76,25.87,27.54,8154800,26.52
2010-10-04,25.80,26.39,25.37,26.07,5959800,25.11
2010-09-27,26.03,26.57,25.38,25.94,7746300,24.98
2010-09-20,25.61,26.45,25.37,26.13,7710400,25.17
2010-09-13,25.55,26.00,25.43,25.53,6583200,24.59
2010-09-07,24.89,25.44,24.53,25.40,6020400,24.46
2010-08-30,23.45,25.19,22.69,25.07,8313300,24.14
2010-08-23,24.12,24.33,22.50,23.47,8845800,22.60
2010-08-16,23.87,24.80,23.67,24.05,6696400,23.16
2010-08-09,25.39,25.72,23.95,23.99,6586600,23.10
2010-08-02,25.02,25.37,24.37,25.33,7603900,24.39
2010-07-26,25.27,25.59,24.25,24.85,8122900,23.81
2010-07-19,25.38,25.98,24.35,25.38,11024900,24.32
2010-07-12,25.27,26.44,24.98,25.35,7291000,24.29
2010-07-06,24.58,25.34,23.47,25.30,10326900,24.24
2010-06-28,27.07,27.08,23.68,24.35,13453100,23.33
2010-06-21,28.24,28.50,26.60,26.81,8039200,25.69
2010-06-14,27.44,28.36,27.28,28.09,8699100,26.91
2010-06-07,26.25,27.21,25.20,27.15,9940800,26.01
2010-06-01,25.75,26.92,25.52,26.15,10090600,25.05
2010-05-24,25.16,26.33,24.07,25.89,10166500,24.80
2010-05-17,26.44,27.12,24.39,25.29,10641400,24.23
2010-05-10,26.07,27.93,25.88,26.51,12166400,25.40
2010-05-03,26.02,27.25,24.39,25.45,14449000,24.38
2010-04-26,27.07,27.59,25.98,25.98,8650700,24.89
2010-04-19,24.99,27.45,24.56,27.26,14249500,26.12
2010-04-12,24.65,25.25,24.32,24.96,8408100,23.91
2010-04-05,24.11,25.03,24.11,24.72,7086400,23.68
2010-03-29,24.63,24.77,23.95,24.24,7143000,23.13
2010-03-22,24.78,26.00,24.15,24.59,11670500,23.46
2010-03-15,24.30,25.66,24.24,24.97,11045900,23.82
2010-03-08,23.27,24.67,23.20,24.28,7763100,23.17
2010-03-01,22.93,23.40,22.87,23.37,6608100,22.30
2010-02-22,23.33,23.36,22.43,22.91,7713700,21.86
2010-02-16,22.69,23.46,22.47,23.36,6100300,22.29
2010-02-08,21.66,22.68,21.41,22.60,9110600,21.56
2010-02-01,21.99,22.49,21.26,21.70,8538500,20.70
2010-01-25,23.00,23.06,21.75,21.79,11583800,20.79
2010-01-19,23.40,24.45,22.85,22.91,16385800,21.86
2010-01-11,23.37,23.75,22.50,23.27,7929500,22.20
2010-01-04,23.32,24.00,22.89,23.28,8116900,22.21
2009-12-28,23.63,23.95,23.06,23.06,5233000,22.00
2009-12-21,23.69,23.80,23.05,23.66,6554800,22.57
2009-12-14,22.47,23.76,22.10,23.68,12027400,22.59
2009-12-07,21.53,22.49,20.95,22.40,10135100,21.37
2009-11-30,21.33,22.04,21.08,21.60,10226300,20.61
2009-11-23,21.81,22.10,21.00,21.43,8389800,20.45
2009-11-16,21.82,22.07,21.05,21.41,8176100,20.43
2009-11-09,21.16,21.90,20.89,21.78,11457300,20.78
2009-11-02,18.98,21.29,18.85,21.12,14944100,20.15
2009-10-26,20.05,20.68,18.69,18.98,12901200,18.11
2009-10-19,20.68,21.11,20.15,20.27,7674100,19.34
2009-10-12,20.16,20.73,20.03,20.64,8897100,19.69
2009-10-05,19.81,20.99,19.60,20.24,8900200,19.31
2009-09-28,19.94,20.77,19.59,19.74,11339700,18.83
2009-09-21,20.63,20.88,19.01,19.83,12494900,18.92
2009-09-14,19.67,20.94,19.55,20.76,10835100,19.81
2009-09-08,19.07,20.24,18.95,19.89,13512300,18.98
2009-08-31,19.23,19.35,18.21,19.02,10596100,18.15
2009-08-24,19.74,19.85,18.91,19.33,8811300,18.44
2009-08-17,18.72,19.79,18.39,19.71,9528000,18.81
2009-08-10,18.81,19.69,18.60,19.12,13850000,18.24
2009-08-03,17.98,19.15,17.67,19.03,15063000,18.16
2009-07-27,17.35,17.90,16.95,17.70,10657700,16.89
2009-07-20,14.45,17.59,14.41,17.22,27543100,16.43
2009-07-13,13.45,14.57,13.30,14.44,11147200,13.78
2009-07-06,13.26,13.91,12.76,13.45,12371200,12.83
2009-06-29,14.74,14.87,13.36,13.39,14078200,12.78
2009-06-22,14.00,14.96,13.54,14.53,12539800,13.86
2009-06-15,14.36,14.61,13.88,14.24,10923100,13.59
2009-06-08,14.69,15.40,14.02,14.55,11817500,13.88
2009-06-01,14.57,15.40,14.41,15.09,11206700,14.40
2009-05-26,12.55,14.39,12.55,14.39,14405200,13.73
2009-05-18,13.13,14.01,12.94,13.00,14265500,12.40
2009-05-11,13.37,13.75,12.52,12.94,10777200,12.35
2009-05-04,14.00,14.49,13.53,13.66,15128400,13.03
2009-04-27,13.21,15.44,12.95,13.80,19760800,13.17
2009-04-20,11.63,13.65,11.20,13.51,18176500,12.89
2009-04-13,11.86,12.22,11.13,12.06,15439800,11.51
2009-04-06,11.49,12.15,10.95,12.00,9934700,11.45
2009-03-30,11.48,12.00,10.81,11.69,12428500,11.15
2009-03-23,11.46,12.43,10.74,11.77,14808500,11.23
2009-03-16,10.63,11.88,10.56,11.16,14517700,10.65
2009-03-09,8.33,10.65,8.21,10.56,12956400,10.08
2009-03-02,8.98,9.14,8.12,8.36,10969500,7.98
2009-02-23,9.62,9.74,8.90,9.15,13111800,8.73
2009-02-17,9.71,9.95,9.25,9.58,12380900,9.14
2009-02-09,10.39,10.77,9.71,10.13,12093200,9.66
2009-02-02,9.26,10.63,9.24,10.54,13636600,10.06
2009-01-26,9.01,9.90,8.79,9.44,15902300,9.01
2009-01-20,9.46,9.52,8.50,9.08,10288900,8.66
2009-01-12,9.81,9.95,8.83,9.46,10185600,9.03
2009-01-05,9.88,10.36,9.60,9.77,10187400,9.32
2008-12-29,9.43,9.86,8.92,9.84,6129200,9.39
2008-12-22,9.89,9.96,9.09,9.35,5618300,8.92
2008-12-15,9.42,10.37,8.89,9.88,14449600,9.43
2008-12-08,9.30,9.75,8.83,9.34,11026200,8.91
2008-12-01,8.63,9.41,7.93,9.12,12967500,8.70
2008-11-24,8.05,8.94,7.88,8.93,12943300,8.52
2008-11-17,8.42,9.09,7.06,7.83,16921100,7.47
2008-11-10,11.00,11.00,8.08,8.61,23066700,8.21
2008-11-03,12.67,13.15,10.27,10.55,15405600,10.07
2008-10-27,9.30,13.18,9.30,13.13,16858300,12.53
2008-10-20,10.56,11.14,9.16,9.68,13807900,9.24
2008-10-13,11.62,12.23,9.69,10.45,16788500,9.97
2008-10-06,13.33,13.58,10.00,11.08,23251100,10.57
2008-09-29,14.86,15.08,13.62,13.66,13604700,13.03
2008-09-22,15.99,16.02,14.50,14.96,9629700,14.27
2008-09-15,14.85,16.53,14.75,16.14,17579900,15.40
2008-09-08,15.58,15.70,14.76,15.33,12064900,14.63
2008-09-02,15.96,16.82,14.77,15.18,11503400,14.48
2008-08-25,15.97,16.05,15.30,15.56,7600000,14.85
2008-08-18,16.63,16.88,15.45,16.04,9566400,15.30
2008-08-11,14.96,17.18,14.94,16.69,18405600,15.92
2008-08-04,14.43,15.28,14.01,15.12,13656100,14.43
2008-07-28,14.31,15.39,14.07,14.42,15573600,13.76
2008-07-21,14.36,16.03,14.03,14.42,12957400,13.76
2008-07-14,14.21,14.58,13.33,14.34,15478300,13.68
2008-07-07,15.59,15.61,13.63,14.06,16801100,13.41
2008-06-30,16.19,16.33,15.20,15.56,16962200,14.85
2008-06-23,17.26,17.49,15.94,16.35,14716700,15.60
2008-06-16,18.01,18.56,17.18,17.23,9079800,16.44
2008-06-09,17.71,18.20,17.25,18.17,11476600,17.34
2008-06-02,18.17,18.52,17.40,17.67,13153500,16.86
2008-05-27,17.00,18.41,16.96,18.19,13419200,17.35
2008-05-19,17.05,17.44,16.53,16.95,16293900,16.17
2008-05-12,15.90,17.06,15.70,17.05,13786200,16.27
2008-05-05,16.40,16.58,15.68,15.86,14999700,15.13
2008-04-28,15.92,17.10,15.59,16.46,16124900,15.70
2008-04-21,18.22,18.22,15.39,15.86,26841800,15.13
2008-04-14,17.19,18.32,16.88,18.28,10205900,17.44
2008-04-07,18.63,18.70,17.17,17.26,12009500,16.47
2008-03-31,17.06,18.89,17.00,18.50,11670800,17.65
2008-03-24,17.55,18.06,17.00,17.05,13267900,16.27
2008-03-17,16.97,18.50,16.95,17.53,22594200,16.73
2008-03-10,17.12,18.11,16.77,17.39,13125900,16.59
2008-03-03,18.02,18.44,17.04,17.10,12632800,16.31
2008-02-25,18.25,19.33,17.93,17.98,12327100,17.15
2008-02-19,18.52,18.65,17.75,18.25,12074200,17.41
2008-02-11,18.23,19.25,17.95,18.29,12434700,17.45
2008-02-04,19.33,19.35,18.01,18.26,12742000,17.42
2008-01-28,19.45,20.37,18.08,19.22,21264100,18.34
2008-01-22,17.79,20.68,17.66,19.66,21632200,18.76
2008-01-14,19.90,19.96,18.39,18.66,14838600,17.80
2008-01-07,18.30,21.01,18.11,19.79,30683300,18.88
2007-12-31,19.99,20.56,18.00,18.11,19868900,17.28
2007-12-24,21.12,21.30,20.13,20.13,7060600,19.21
2007-12-17,20.99,21.18,19.89,21.06,15075000,20.09
2007-12-10,22.62,22.86,21.05,21.25,12581500,20.27
2007-12-03,23.23,23.43,22.34,22.62,10408700,21.58
2007-11-26,22.93,23.87,22.15,23.39,14492400,22.32
2007-11-19,22.80,23.12,22.41,23.07,21254400,22.01
2007-11-12,22.62,24.40,21.77,23.17,28032200,22.11
2007-11-05,25.28,25.33,22.57,22.57,17031900,21.53
2007-10-29,26.18,26.75,25.31,25.53,10359800,24.36
2007-10-22,25.94,26.48,25.63,26.17,8993600,24.97
2007-10-15,26.28,26.82,25.73,26.10,10912400,24.90
2007-10-08,26.68,26.86,26.08,26.34,7944100,25.13
2007-10-01,26.27,26.92,26.16,26.84,8135900,25.61
2007-09-24,27.43,27.82,25.95,26.20,16416700,25.00
2007-09-17,27.51,28.19,27.02,27.47,9876900,26.21
2007-09-10,27.12,27.75,26.80,27.64,6348600,26.37
2007-09-04,27.67,27.89,27.01,27.16,6701900,25.91
2007-08-27,27.51,27.78,26.86,27.55,6906300,26.29
2007-08-20,26.70,27.88,26.50,27.59,9033000,26.32
2007-08-13,28.04,28.36,26.03,26.70,13634700,25.47
2007-08-06,26.43,28.60,26.31,28.04,14232200,26.75
2007-07-30,26.84,28.00,26.30,26.31,18467900,25.10
2007-07-23,27.96,28.50,26.66,26.93,19121400,25.69
2007-07-16,26.02,28.17,25.77,27.70,19556700,26.43
2007-07-09,26.52,26.63,25.63,26.07,12483400,24.87
2007-07-02,26.40,26.71,26.00,26.55,9819100,25.33
2007-06-25,25.67,26.82,25.22,26.24,20637300,25.04
2007-06-18,27.97,28.00,25.50,25.54,20625900,24.37
2007-06-11,27.71,28.06,26.90,27.77,13816900,26.50
2007-06-04,28.85,29.01,27.19,27.67,12584700,26.40
2007-05-29,28.70,29.15,28.32,29.13,9091900,27.79
2007-05-21,29.11,29.59,28.08,28.61,12375700,27.30
2007-05-14,29.70,29.75,28.03,28.95,24001000,27.62
2007-05-07,30.83,30.89,29.50,29.61,11582700,28.25
2007-04-30,31.45,31.90,30.56,30.70,13536400,29.29
2007-04-23,31.66,32.30,31.03,31.50,8817500,30.05
2007-04-16,30.77,31.94,30.47,31.66,9062400,30.21
2007-04-09,31.52,31.52,30.30,30.76,10090800,29.35
2007-04-02,31.54,31.98,31.05,31.40,7149900,29.96
2007-03-26,32.15,32.15,30.96,31.36,11012200,29.92
2007-03-19,30.94,32.45,30.84,31.42,12989600,29.98
2007-03-12,30.40,31.15,28.86,30.58,14000000,29.18
2007-03-05,29.60,31.45,29.31,30.31,12313300,28.92
2007-02-26,32.60,32.60,29.80,29.88,13226100,28.51
2007-02-20,33.00,33.14,32.27,32.75,11315300,31.25
2007-02-12,32.90,33.45,32.38,33.01,8016300,31.49
2007-02-05,34.21,34.29,32.90,32.96,9568200,31.45
2007-01-29,34.07,35.42,33.66,34.27,11573700,32.70
2007-01-22,35.50,35.67,33.49,33.88,8290500,32.32
2007-01-16,36.00,36.61,35.40,35.54,5913100,33.91
2007-01-08,34.91,36.34,34.17,35.90,7498300,34.25
2007-01-03,35.60,36.20,34.64,35.14,7637000,33.53
2006-12-26,35.83,36.21,35.30,35.42,3850600,33.79
2006-12-18,36.48,36.80,35.82,35.83,4482000,34.19
2006-12-11,36.88,36.99,35.87,36.42,5563100,34.75
2006-12-04,35.35,37.14,35.25,36.42,6684600,34.75
2006-11-27,36.21,36.31,34.90,35.20,6757800,33.58
2006-11-20,37.01,37.40,35.71,36.31,7110200,34.64
2006-11-13,37.90,40.01,36.72,37.42,11003300,35.70
2006-11-06,36.56,37.93,36.50,37.79,6383300,36.06
2006-10-30,38.01,38.35,36.22,36.47,6120200,34.80
2006-10-23,37.39,39.00,37.03,38.02,6013700,36.27
2006-10-16,38.06,38.55,36.72,37.44,5742400,35.72
2006-10-09,38.24,38.81,37.14,37.93,7212000,36.19
2006-10-02,34.15,39.50,33.61,38.41,16132000,36.65
2006-09-25,34.11,35.04,33.39,34.05,6573400,32.49
2006-09-18,33.86,34.99,33.28,34.01,7880300,32.45
2006-09-11,31.09,34.14,30.53,33.85,9730700,32.30
2006-09-05,31.86,32.19,30.91,31.19,6961500,29.76
2006-08-28,29.89,32.15,29.76,31.76,7931400,30.30
2006-08-21,30.78,30.94,29.49,29.95,6652200,28.58
2006-08-14,30.25,31.45,29.87,31.12,7308900,29.69
2006-08-07,30.50,31.21,29.37,29.90,11935000,28.53
2006-07-31,33.93,34.49,28.72,30.61,22144400,29.20
2006-07-24,33.89,35.49,33.45,34.03,7535900,32.47
2006-07-17,33.46,34.43,32.93,33.79,8608500,32.24
2006-07-10,36.10,36.24,33.27,33.66,8637500,32.11
2006-07-03,37.96,38.33,35.10,36.04,6661900,34.39
2006-06-26,36.69,38.02,35.42,37.76,5648400,36.03
2006-06-19,36.80,37.02,35.69,36.50,4658100,34.82
2006-06-12,35.90,36.98,34.93,36.61,6120700,34.93
2006-06-05,35.84,36.49,34.91,35.89,6281000,34.24
2006-05-30,35.31,36.31,34.68,35.99,6289300,34.34
2006-05-22,36.76,36.85,34.60,35.43,6062500,33.80
2006-05-15,35.75,37.08,35.12,36.33,8158400,34.66
2006-05-08,39.38,39.55,35.47,35.65,7665100,34.01
2006-05-01,37.63,39.88,37.00,39.63,9423000,37.81
2006-04-24,38.99,39.12,36.77,37.27,6147300,35.56
2006-04-17,38.68,39.50,37.49,38.70,4933100,36.92
2006-04-10,38.11,38.68,37.49,38.29,3300100,36.53
2006-04-03,37.98,38.96,37.05,37.86,5911600,36.12
2006-03-27,36.60,38.11,36.32,37.63,4965300,35.90
2006-03-20,36.79,37.37,35.82,36.62,4172800,34.94
2006-03-13,35.05,37.10,34.83,36.61,5189200,34.93
2006-03-06,35.67,36.46,34.73,35.39,4774600,33.77
2006-02-27,35.87,36.78,35.32,35.58,5288700,33.95
2006-02-21,35.45,36.87,34.92,35.92,4887700,34.27
2006-02-13,34.36,35.92,34.07,35.39,5322900,33.77
2006-02-06,33.50,35.63,33.49,35.50,6447700,33.87
2006-01-30,32.09,34.85,31.14,33.88,8921100,32.32
2006-01-23,30.42,32.31,29.91,31.95,4049200,30.48
2006-01-17,31.08,31.58,30.18,30.31,4208600,28.92
2006-01-09,31.71,31.73,30.75,31.29,3521600,29.85
2006-01-03,30.57,31.99,29.90,31.62,5276900,30.17
2005-12-27,30.64,30.98,29.94,30.01,2663500,28.63
2005-12-19,31.15,31.73,30.10,30.56,3876600,29.16
2005-12-12,31.38,32.32,30.59,31.19,5052100,29.76
2005-12-05,31.95,32.46,30.68,31.11,4597400,29.68
2005-11-28,31.65,32.00,30.34,31.93,5439500,30.46
2005-11-21,31.22,32.00,31.21,31.70,4808200,30.24
2005-11-14,30.19,31.62,29.96,30.98,4551800,29.56
2005-11-07,30.74,30.97,28.74,30.15,6079500,28.77
2005-10-31,28.00,30.58,27.70,30.36,7336300,28.97
2005-10-24,27.67,28.25,26.87,27.81,5081500,26.53
2005-10-17,52.60,55.25,52.28,55.01,6702300,26.24
2005-10-10,51.02,53.15,50.30,52.88,6624600,25.23
2005-10-03,50.31,52.10,49.72,51.04,8115900,24.35
2005-09-26,49.00,50.16,47.54,50.10,6228900,23.90
2005-09-19,47.00,48.96,46.01,48.54,6813100,23.16
2005-09-12,48.21,48.72,46.86,46.98,7141600,22.41
2005-09-06,48.35,48.91,47.58,48.39,4652900,23.08
2005-08-29,49.05,50.03,48.00,48.30,6465600,23.04
2005-08-22,51.12,51.50,48.85,49.42,4588400,23.58
2005-08-15,51.64,52.43,50.92,51.10,3315000,24.38
2005-08-08,50.39,52.65,50.39,52.03,5450400,24.82
2005-08-01,52.55,52.77,50.53,50.54,4548400,24.11
2005-07-25,51.01,54.39,49.90,52.55,10839600,25.07
2005-07-18,52.43,52.51,51.00,51.32,4766500,24.48
2005-07-11,52.00,53.00,51.08,52.70,4565600,25.14
2005-07-05,51.56,52.29,49.28,51.78,7646600,24.70
2005-06-27,52.10,53.13,50.85,51.05,6034000,24.35
2005-06-20,54.42,54.69,52.42,52.44,3865800,25.02
2005-06-13,54.75,55.84,54.07,54.55,5619200,26.02
2005-06-06,55.50,56.90,54.25,54.77,4630100,26.13
2005-05-31,55.41,56.75,54.50,55.46,6158600,26.46
2005-05-23,54.95,55.72,54.34,55.63,4640400,26.54
2005-05-16,54.04,55.31,53.05,54.99,5277300,26.23
2005-05-09,52.68,54.01,51.63,54.00,6146200,25.76
2005-05-02,49.90,53.09,49.20,52.42,8989800,25.01
2005-04-25,46.37,49.83,46.04,49.52,9551800,23.62
2005-04-18,47.19,47.58,44.58,45.56,8329500,21.73
2005-04-11,48.60,48.75,46.44,47.34,13172400,22.58
2005-04-04,51.04,52.38,48.59,48.62,9939700,23.19
2005-03-28,51.82,53.37,50.61,51.26,5674600,24.45
2005-03-21,52.48,52.64,50.72,51.85,5413000,24.73
2005-03-14,53.83,54.39,51.63,52.52,5820100,25.05
2005-03-07,54.87,55.59,53.25,53.50,6088300,25.52
2005-02-28,51.19,54.75,51.08,54.44,8047200,25.97
2005-02-22,49.52,51.63,49.51,51.17,6584900,24.41
2005-02-14,50.26,50.95,49.55,49.93,6258200,23.82
2005-02-07,51.07,51.70,49.21,50.18,7422300,23.94
2005-01-31,53.96,54.98,49.14,50.66,13033200,24.17
2005-01-24,55.56,55.66,52.10,53.70,15219700,25.62
2005-01-18,56.48,58.84,55.35,55.68,8571000,26.56
2005-01-10,59.37,59.60,55.14,56.21,11947400,26.81
2005-01-03,63.29,63.34,58.10,59.67,10825700,28.47
2004-12-27,61.07,64.26,60.16,62.36,5873600,29.75
2004-12-20,58.73,61.49,58.41,60.62,6525600,28.92
2004-12-13,58.56,59.00,57.81,58.18,4686100,27.75
2004-12-06,58.68,59.20,57.26,58.06,5236900,27.70
2004-11-29,56.71,59.32,55.64,58.58,6287900,27.95
2004-11-22,56.59,57.00,55.00,56.60,3902800,27.00
2004-11-15,55.19,56.47,54.55,55.21,4681200,26.34
2004-11-08,54.90,56.55,53.10,55.30,8351400,26.38
2004-11-01,52.92,55.09,52.60,54.51,6446100,26.00
2004-10-25,50.15,53.25,49.56,52.88,6211000,25.23
2004-10-18,49.29,51.50,49.03,50.14,7707600,23.92
2004-10-11,47.58,49.67,47.07,49.47,5741600,23.60
2004-10-04,47.48,48.67,46.06,47.39,7563800,22.61
2004-09-27,44.85,47.22,44.18,47.22,6353900,22.53
2004-09-20,45.83,45.97,44.20,45.04,5131800,21.49
2004-09-13,44.96,46.29,44.63,46.05,4741900,21.97
2004-09-07,44.68,44.93,44.03,44.86,4264900,21.40
2004-08-30,42.60,44.89,42.52,44.36,5401400,21.16
2004-08-23,45.27,46.07,42.05,42.57,10685200,20.31
2004-08-16,42.85,45.14,42.54,45.04,5517200,21.49
2004-08-09,43.73,45.09,43.05,43.19,5922700,20.60
2004-08-02,46.87,47.13,43.54,43.68,8195400,20.84
2004-07-26,47.21,48.40,46.31,46.99,6873000,22.42
2004-07-19,46.48,47.87,45.42,47.06,9305800,22.45
2004-07-12,45.51,46.60,45.13,46.17,6107100,22.03
2004-07-06,45.82,46.39,45.08,45.66,6398100,21.78
2004-06-28,43.36,45.81,42.80,45.54,6739800,21.72
2004-06-21,43.74,44.40,42.45,43.20,6430700,20.61
2004-06-14,42.58,44.20,41.27,43.70,5873600,20.85
2004-06-07,41.55,43.33,41.47,42.63,5253800,20.34
2004-06-01,40.70,41.81,40.62,41.36,5650800,19.73
2004-05-24,39.19,41.20,38.52,40.60,5991900,19.37
